3.361664043374483213e-01,-6.380335007154301630e-02,-1.467910826084186521e-02,-1.482803196866559370e+00,2.916949460715861919e-01,-1.256764544635704750e+00,0.000000000000000000e+00,-1.078140049018416091e+00,0.000000000000000000e+00,5.670982331201094295e-01
9.489868410058379666e-01,0.000000000000000000e+00,5.428685500625263227e-01,-2.212087454827720845e-01,4.481497829462987026e-01,5.662807299658880744e-01,0.000000000000000000e+00,3.912189173420489996e-01,1.210917865125524795e+00,1.496463343801791579e+00
9.401409389442741960e-01,5.186985430190290680e-01,2.816812455304310361e-02,6.098486565966235728e-01,-2.823552849689441313e+00,1.676723363007343481e+00,0.000000000000000000e+00,2.435106375741938889e-01,0.000000000000000000e+00,-5.175507872029102563e-01
1.541752385332094466e+00,2.480810051812632477e-01,1.296358952781072049e-01,0.000000000000000000e+00,1.876115926000094358e+00,-1.052923429365346941e-01,3.751764849398841473e-01,1.255046655918829135e+00,-5.471131118512182478e-01,-4.643811778133727364e-01
5.175334657839091301e-01,1.090129084855647301e+00,1.562107745399187841e+00,-2.573782197236324509e-01,2.657176112209903018e-01,-3.337993736279308288e-01,7.778629504492585722e-01,1.103209615729498945e-02,-7.039738333566156747e-01,1.543701735976399148e+00
8.352131338423561813e-01,6.496923734112940441e-01,-1.136050780799575666e-01,-1.507616006336713221e+00,-2.296667046373509269e+00,0.000000000000000000e+00,-4.186892388303520840e-01,1.040656472969325286e+00,1.025206385653928826e-01,-4.841436225032137441e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.676678698711022264e+00,9.848425746783734391e-01,-1.227034408488093531e+00,0.000000000000000000e+00,1.671850649758137353e+00,3.153058107467821558e-01,9.442391119633158914e-01
-2.202121850683525228e-01,6.230574166835697314e-01,4.428177803616796526e-02,-1.526577816325239700e+00,-2.468751662028988436e-01,9.399330625341488499e-02,2.374876766200242351e-01,0.000000000000000000e+00,1.528492385127854680e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.928686998009784270e-01,0.000000000000000000e+00,-1.875852368207492127e+00,1.258350705623352724e-02,4.994607420315350099e-01,8.142407853520582106e-02,3.996414690538370174e-01,0.000000000000000000e+00,4.019324155856733582e-02
2.409771219470815684e-01,-1.248190794159970141e+00,-2.591344097924159762e+00,-1.305464909132986739e-01,-2.364770187127197776e+00,2.146678325493391437e+00,4.086157539515967163e-01,0.000000000000000000e+00,-3.746849168052827639e-01,-2.456486715737283832e-01
